query,date,age,gender
environmental_sustainability_definition,20210330,35-54,Female
coron_and_csr_in_uk,20210330,Under 35,Female
patrick_grant_clothing,20210331,35-54,Female
ibstock_plcs_sustainability_roadmap_2025_under_communities,20210331,55+,Male
hot_water_system_from_air_source_heat_pump,20210331,55+,Male
explain_the_concept_of_sustainable_competitive_advantage_illustrate_how_apple_choice_seeks_to_develop_and_sustain_a_discrete_and_identifiable_market_position,20210331,Under 35,Male
wwwbreeamorg,20210331,55+,Female
geffory_bawa_sustainable_construction,20210401,Under 35,Female
explain_the_concept_of_sustainable_competitive_advantage_illustrate_how_apple_choice_seeks_to_develop_and_sustain_a_discrete_and_identifiable_market_position,20210401,Under 35,Male
explain_the_concept_of_sustainable_competitive_advantage_illustrate_how_apple_choice_seeks_to_develop_and_sustain_a_discrete_and_identifiable_market_position,20210401,Under 35,Male
dyson_strawberry_farm,20210401,55+,Female
thought_clothing,20210401,35-54,Female
pg_tips_advert,20210401,35-54,Female
sustainable_construction_architects,20210401,Under 35,Female
switched_reluctance_motor_uk_company,20210401,55+,Male
sprats_m_j_sea_food,20210401,55+,Male
iso_20121_pdf_download,20210401,55+,Male
most_sustainable_fish_to_eat,20210401,35-54,NULL
arket_uk_online_shopping,20210401,55+,Male
dyson_strawberry_farm,20210401,55+,Male
nedspice,20210401,35-54,Male
yahoo_news,20210401,55+,Male
britishvolt_share_price,20210402,55+,Male
wylam_nurseries,20210402,55+,Male
dinah_bornat,20210402,55+,Female
chinas_14th_plan_sustainable_development_and_the_new_era,20210402,35-54,Female
prince_charles_housing_estate_devon,20210402,35-54,Female
grants_for_playing_golf_if_21_years_old_and_still_in_full_time_education_uk,20210402,35-54,Male
atelier_tammam,20210402,Under 35,Female
number_of_environmentally_friendly_shoppers_in_uk,20210402,35-54,Male
best_organic_candles,20210402,55+,Female
heat_pump_systems,20210402,55+,Male
rattan_furniture,20210402,35-54,Male
sustainable_eco_football_buy_uk,20210402,35-54,Male
garden_furniture,20210402,35-54,Female
french_connection_group_sustainability,20210403,35-54,Female
sustainable_clothign,20210403,Under 35,Female
sustainable_fashion_uk,20210403,Under 35,Female
chalk_clothing_uk_sustainable_clothes,20210403,35-54,Female
global_reporting_initiativepdf,20210403,55+,Male
uk_environmental_policy_template,20210403,35-54,Male
sustainable_clothing,20210403,Under 35,Female
how_many_people_have_been_vaccinated_in_india,20210403,55+,Male
garden_furniture,20210404,35-54,Female
best_performing_stocka_and_shares_isa,20210404,55+,Male
boots_recycling,20210404,Under 35,Female
advanced_electric_machines,20210404,55+,Male
thought_clothing,20210404,55+,Male
how_many_people_have_had_one_dose_of_astrazeneca_vaccine_in_world,20210404,NULL,Male
digital_tools_for_environmental_management,20210404,35-54,Male
promotion_of_childrens_rights_and_learning_for_sustainability,20210404,55+,Female
arket_clothing,20210404,55+,NULL
bedroom_bench_seats,20210405,35-54,Female
palm_oil_documents,20210405,55+,Male
dr_phil_smith_plymouth,20210405,55+,Female
john_ross_salmon_scotland,20210405,55+,NULL
blue_design_jill_demain,20210405,35-54,Female
thought_clothing,20210405,35-54,Female
alternative_central_heating_systems_explained,20210405,55+,Male
green_space_mental_wellbeing_and_sustainable_communities,20210405,55+,Female
heat_pump,20210405,55+,Male
best_ready_made_investment_isas,20210405,55+,Male
sustainable_clothing_brands_uk,20210405,Under 35,Female
renewable_tabletop_wooden,20210405,55+,Male
habitat_furniture,20210405,35-54,Female
addidas_stan_smith_disney,20210405,35-54,Female
malayalam_films_on_sustainable_living,20210405,Under 35,Male
garden_chairs,20210405,55+,Male
mod_sustainability,20210406,55+,Male
sustainability_challange_in_businesses,20210406,35-54,Female
ecocert,20210406,35-54,Female
holly_willoughby_this_morning_outfits,20210406,35-54,Female
environmental_sustainability_policy_in_dentistry_journal,20210406,Under 35,Female
gatwick_airport_sustainability,20210406,35-54,Female
clearwater_seafood_canada,20210406,55+,Male
forbes_elworthy_banbury,20210406,55+,Male
dika_plastic,20210406,35-54,Male
environmental_sustainability_policy_in_dentistry_journal,20210406,Under 35,Female
jersey_french_fishermen,20210406,35-54,Female
bluesign_technologies,20210406,35-54,Female
energy_harnessing_device_such_as_a_windmill,20210406,55+,Female
british_volt_share_price,20210407,55+,Female
sustainable_clear_gift_plastic_wrap,20210407,35-54,Female
2030_agenda_for_sustainable_development_goal_from_social_protectio,20210407,35-54,NULL
boots_recycle_makeup,20210407,55+,Female
mens_face_moisturising_cream_for_dry_and_sensitive_skin,20210407,55+,Female
are_bamboo_socks_warm,20210407,55+,Male
creative_carbon_scotland,20210407,35-54,Female
bbc_carbon_footprint_policy,20210407,35-54,Female
unilever_sustainable_management_practices,20210407,55+,Female
challenges_to_uk_property_market_sustainability,20210407,Under 35,Female
unilever_sustainability,20210407,55+,Female
unilever_sustainability_practices,20210407,55+,Female
indian_vaccine_price,20210407,55+,Male
non_adhesive_masking_tape,20210408,55+,Female
geissdoerfer_m_savaget_p_bocken_nm_and_hultink_ej_2017_the_circular_economya_new_sustainability_paradigm_journal_of_cleaner_production_143_pp757768,20210408,Under 35,Female
the_philosophy_of_sustainable_development,20210408,55+,Male
eco_friendly_toys_faq,20210408,35-54,Female
breeam_methodolog,20210408,35-54,Female
plastic_road,20210408,55+,Male
december_2020_bp_amazon_supply,20210408,Under 35,Male
petrogas,20210408,55+,Male
civil_service_job_surge_and_rapid_response_team,20210409,NULL,Male
green_energy_fund,20210409,55+,Female
best_sustainable_fashion_brands_uk,20210409,55+,Female
british_newspaper_review_reasearch,20210409,35-54,Female
where_is_dmu_ranked_on_the_university_list,20210409,35-54,Male
circular_economy_fashion_brands_uk,20210409,55+,Female
ikea_furniture,20210409,35-54,Male
call4_independent_label_palm_oil,20210409,35-54,Male
sustainability_events,20210409,35-54,Female
see_threw_leggings,20210409,35-54,Male
the_bubbles_produced_when_fermenting_beer_are_made_of_what,20210409,55+,Male
best_sustainable_fashion_brands_uk,20210409,55+,Female
how_does_manufacturing_a_tshirt_conntribute_to_global_warming,20210409,35-54,Male
best_sustainable_fashion_brands_uk,20210409,55+,Female
pharos_energy,20210409,35-54,Male
aspiga_salisbury_uk,20210409,35-54,Female
sustainablility_charts_and_graphs_for_waitrose_duchy_organics,20210409,Under 35,NULL
best_sustainable_fashion_brands_uk,20210409,55+,Female
aspiga,20210410,35-54,Female
norh_norfolk_sustainable_communties_fund,20210410,55+,Female
jd_sports_fhasion_plc_esg_rating,20210410,Under 35,Male
environmentally_friendly_heating_systems,20210410,35-54,Female
garden_furniture_the_range,20210411,55+,Female
normfinejewellery,20210411,35-54,Female
bnes_swindon_and_wiltshire_sustainability_and_transformation_plan,20210411,Under 35,Female
alternative_coffins,20210411,55+,Female
civil_service_surge_and_rapid_respond_team_what_they_do,20210411,NULL,Male
arket,20210411,55+,Female
wooden_swings_for_adults,20210411,35-54,Male
sustainable_development_best_practices,20210411,55+,Male
hot_air_water_heater,20210411,55+,Male
difference_between_green_and_sustainable_banking,20210412,35-54,Female
sali_hughes_recommendations_for_shampoos_april_10th,20210412,55+,Female
underground_heating_systems_uk,20210412,35-54,Female
consumers_dont_care_about_brands_research,20210412,35-54,Male
dr_qi_simtec_singapore,20210412,55+,Male
you_tube_cowspiracy,20210412,55+,Male
public_transport_agent_based_model,20210412,Under 35,Male
plastic_road,20210412,55+,Male
energy_efficiency_in_schools_uk_case_studies,20210412,35-54,Female
difference_between_green_and_sustainable_banking,20210412,35-54,Female
strategic_environmental_assessment,20210412,35-54,Female
when_will_holidays_oversea_resume,20210412,55+,NULL
isover_100_mg,20210412,35-54,NULL
water_bottle,20210412,Under 35,Male
how_is_dubia_sustainible,20210412,35-54,Male
green_and_sustainable_linked_loan,20210412,35-54,Female
sustainable_furniture,20210412,55+,Male
green_and_sustainability_linked_loan_japan_regulation,20210412,35-54,Female
wicker_coffins_versus_wood_coffins_uk,20210412,55+,Female
asia_regulation_green_and_sustainable_banking,20210412,35-54,Female
,20210412,Under 35,Female
ground_heat_source_heating_systems_uk,20210412,35-54,Female
asia_regulation_green_and_sustainable_banking,20210412,35-54,Female
ban_kimoon_women_violence,20210412,35-54,Female
difference_between_green_and_sustainable_banking,20210412,35-54,Female
waterenergyfood_nexus_urban,20210413,35-54,Female
types_of_sustainable_technology_development,20210413,Under 35,Female
nomads_clothing_women,20210413,55+,Female
airbus_broughton,20210413,55+,Male
green_energy_funds,20210413,55+,Male
daikin_heating_solutions_navigator,20210413,55+,Male
sustainability_jobs_role,20210413,35-54,NULL
porticus_foundation,20210414,35-54,Male
tb_in_cattle,20210414,55+,Male
eu_green_plan_start,20210414,55+,Female
breeam_calculator,20210414,35-54,Male
loch_duart_sustainability,20210414,35-54,Female
how_to_evaluate_knowledge_transfer_process_in_healthcare,20210414,Under 35,Female
most_economical_heaters_for_home,20210414,55+,Female
britishvolt_shares,20210414,35-54,Female
how_to_evaluate_knowledge_transfer_process,20210414,Under 35,Female
what_your_clients_are_doing_to_communicate_their_sustainability_values_commitments_and_overall_activity,20210414,55+,Female
what_your_clients_are_doing_to_communicate_their_sustainability_values_commitments_and_overall_activity,20210414,55+,Female
wher_is_live_prawns_landed_in_uk,20210414,55+,Male
housing_market,20210414,Under 35,NULL
water_resources_east,20210414,55+,Male
gunnera_insignis,20210414,55+,Male
back_greener,20210414,35-54,Female
what_your_clients_are_doing_to_communicate_their_sustainability_values_commitments_and_overall_activity,20210414,55+,Female
wicker_chairs,20210415,55+,Male
bore_place,20210415,55+,Male
sustainability_policy,20210415,35-54,Male
why_are_customers_interested_in_sustainable_companies,20210415,Under 35,Female
isover,20210415,NULL,Male
uk_companies_involved_in_atomic_engineering,20210415,55+,Male
why_are_customers_interested_in_sustanbility,20210415,Under 35,Female
why_are_customers_interested_in_sustanble_companies,20210415,Under 35,Female
why_are_customers_interested_in_sustanbility,20210415,Under 35,Female
maisie_willims_hm,20210415,55+,Male
fundraising_regulator,20210415,55+,Female
garden_furniture,20210415,55+,Male
maisie_willims_hm,20210415,55+,Male
what_is_the_best_fish_to_eat_in_uk,20210416,55+,Male
john_foggerty_on_sustainability,20210416,35-54,Female
garden_furniture,20210416,55+,Female
sharpeen_spitari_sustainability,20210416,35-54,Female
regenerative_farming_home_deliveries_uk,20210416,35-54,Female
lianne_la_havas_sustainability,20210416,35-54,Female
water_resporces_east,20210416,55+,Male
what_are_the_best_packaging_solutions_that_are_taking_over_the_industry,20210416,55+,Male
smart_city_sweden,20210417,35-54,Male
paul_guilding,20210417,55+,Male
wp_group,20210417,35-54,Male
sun_lounger_cushions_replacements,20210417,55+,Female
is_palm_oil_in_vegan_foods,20210417,35-54,Male
morrisonscom_plant_pots_for_sale,20210417,55+,Male
f1_alternative_fuels,20210417,55+,Male
what_is_eu_crossdev,20210417,55+,Male
whao_was_the_first_chef_to_feature_sustainablilty_efforts,20210417,55+,Female
maisie_williams,20210417,NULL,Male
eco_friendly_shower_trays,20210417,35-54,Female
air_bp_saf,20210418,35-54,Female
yuccs_zapatillas,20210418,35-54,Female
black_soil_of_the_amazon,20210418,55+,Male
zara,20210418,55+,Male
garden_furniture_cushions,20210418,55+,Female
how_does_fairtrade_sustain,20210418,Under 35,NULL
abbey_saint_bathans_wood_product_suppliers,20210418,NULL,Female
digitalization_and_young_people_pdf,20210418,35-54,Male
coach_holidays,20210418,55+,Female
timber_merchants_in_devon,20210418,55+,Male
aciem,20210419,35-54,Male
albaray_dresses_debenhams,20210419,55+,Female
hollington_woods,20210419,55+,Male
gaza_fish_farming,20210419,55+,Male
pittenweem_outdoor_pool,20210419,55+,Male
wilding_shoes_for_men,20210419,55+,Male
albaray,20210419,55+,Female
ignite_sustianable_energy,20210419,55+,Male
are_panasonic_heat_pumps_any_good,20210419,55+,Female
g2_ocean,20210419,35-54,Female
recycled_kitchen_work_tops,20210419,55+,Female
white_arkitekter,20210419,35-54,Male
aldi,20210419,55+,NULL
cupa_slate_premier_range,20210419,55+,Male
animal_clothing,20210419,55+,NULL
measuring_sustainability_thinking,20210420,35-54,Female
banboo_socks,20210420,35-54,Female
ignite_sustianable_energy,20210420,55+,Male
royal_economic_society_report_covid,20210420,55+,Female
aspiga,20210420,55+,Female
footprint_contract_catering,20210420,35-54,Female
rathbonescom_webinars,20210421,55+,Female
different_coffins_not_wood,20210421,55+,Female
heavy_duty_park_benches_for_sale,20210421,55+,Female
mg_plc_sustainanility,20210421,Under 35,Female
abdeen_m_omer,20210421,55+,Male
kulbber_nb_15,20210421,55+,Male
enpower,20210421,35-54,Male
smart_meter_eonnextcom,20210421,55+,Male
practices_to_solve_sustainability_issues,20210421,35-54,Female
is_scallop_dredging_sustainable,20210421,55+,Male
trader_jo_business_model,20210421,55+,Female
weirarchy_of_sustainability_goals,20210421,35-54,Male
esg_triple_bottom_line,20210421,55+,Male
ecofriendly_heating_systems,20210422,55+,Male
sustainable_jet_fuel,20210422,55+,Male
university_rankings,20210422,Under 35,Male
when_does_breeam_apply,20210422,35-54,Male
royal_and_ancient_funding,20210422,35-54,Male
bistro_table_and_chairs,20210422,55+,Female
castor_oil_customer_feedbacks,20210422,35-54,Male
thought_clothing,20210422,55+,Female
curriculum_for_excellence_learning_for_sustainability,20210422,Under 35,Male
seamless_petite_leggings,20210423,55+,Female
crs_at_lego,20210423,Under 35,Female
environmental_practices_in_agriculture_pdf,20210423,Under 35,Male
mayamiko,20210423,35-54,Female
yahoo_quiz,20210423,55+,Male
organic_cotton_mens_jeans,20210423,35-54,Male
blg_esg_webinar_series,20210423,55+,Male
standard_ethcs,20210423,NULL,Female
water_bottle_with_owls,20210423,55+,Female
ecosynagogue,20210423,35-54,Female
risks_in_use_of_change_champions_in_work,20210423,35-54,Female
lego_crs,20210423,Under 35,Female
bistro_table_and_chairs,20210424,55+,Female
global_strategy_and_sustainability_means,20210424,35-54,Female
wbcsd_world_business_council_for_sustainable_development_2009_transforming_the_market_energy_efficiency_in_buildings_available_at_wwwwbcsdorg_accessed_on_april1_2018,20210424,Under 35,Female
wbcsd_world_business_council_for_sustainable_development_2009_transforming_the_market_energy_efficiency_in_buildings_available_at_wwwwbcsdorg_accessed_on_april1_2018,20210424,Under 35,Female
sustaianbaility_balanced_scorecard,20210424,35-54,Male
thought_clothing_uk_women_clothing,20210425,55+,Female
rustic_wood_garden_slwinging_hammocks,20210425,55+,NULL
uk_eec_2660_abbatior,20210425,35-54,Male
house_of_commons_library_briefing_paper_re_nhs_englands_efficiency_savings_plan,20210425,55+,Male
gumtree_garden_furniture,20210425,55+,Female
community_clothing,20210425,55+,Female
rail_service_impact_on_international_tourism_revenue,20210425,35-54,Male
paccor_competitors,20210425,35-54,Female
air_source_heat_pump_in_greenhouse,20210425,55+,Male
two_sustainable_ways_of_working,20210425,35-54,Male
asda_refillable_cereal,20210425,35-54,Female
two_sustainable_ways_of_working,20210425,35-54,Male
paccor,20210425,35-54,Female
certification_implications_for_timber_trade_abraham_baffoe,20210425,35-54,Male
how_effective_has_an_urban_transport_scheme_been_in_london_today,20210425,35-54,Female
scottish_golf_grants,20210425,55+,Male
rota_foodworks,20210426,55+,Female
european_sustainable_etf_flows_surpass_all_others_for_first_time,20210426,55+,Male
jd_sports_esg_rating_interpretation,20210426,Under 35,Male
air_to_water_heat_pump,20210426,55+,Male
boots_the_chemist_recycle,20210426,55+,Female
pharos_energy,20210426,35-54,Male
thought_clothing,20210426,55+,Female
heavy_duty_outside_plastic_bench_seating_picknick_bench,20210426,55+,Female
amanda_spielman_data_drops,20210426,55+,Male
what_is_sustainable_palm_oil,20210426,Under 35,Female
tourism_development_and_sustainable_wellbeing_a_beyond_gdp_perspective,20210426,Under 35,Male
eco_stand_up_pouches_uk,20210426,35-54,Female
csr_rating_wood_group,20210427,35-54,Female
platform_for_sustainable_finance,20210427,55+,Female
la_vie_en_rose,20210427,55+,Male
head_of_sustainable_innovatoin,20210427,35-54,Female
paccor,20210427,35-54,Female
oxfam_clothing_online,20210427,55+,Female
head_of_change_driving_sustainability,20210427,35-54,Female
porticus_foundation,20210427,55+,Female
sustinability,20210427,Under 35,Male
where_can_i_recycle_old_glasses_during_covd_19,20210427,55+,Female
drax_group_plc_mcsi_rating,20210427,Under 35,Male
biofuel_and_green_energy_network,20210427,55+,Female
the_salthouse_ballycastle,20210427,55+,Female
zara_clothing_uk,20210428,55+,Male
heat_pump_water_heater,20210428,55+,Male
rujuta_diwekar_published_paper,20210428,35-54,Male
benetton_denim_jacket,20210428,35-54,Female
bluesing,20210428,35-54,Female
neat_clean,20210428,35-54,Female
moss_wall_plant_plan,20210428,55+,Male
platform_for_sustainable_finance,20210428,55+,Female
jennifer_wu_jp_morgan_global_sustainable,20210428,35-54,NULL
eu_grazemore_project,20210428,55+,Male
scott_1998_on_commerz_bank_towe,20210428,Under 35,Female
plant_plan_moss_wall,20210428,55+,Male
jim_wynn_the_haller_foundation,20210428,55+,Female
yogitoes_skidless_yoga_towel,20210428,35-54,Female
composite_picnic_tables,20210428,55+,Male
isver_wool_insulation_roll,20210428,Under 35,Male
yahoo_style_uk_ms_sustainability,20210429,35-54,Male
albaray,20210429,55+,Female
paris_rapeseed_futures,20210429,35-54,Male
blg_2021_esg_webinar_series,20210429,55+,Male
eu_sustainable_finance,20210429,55+,Female
vartsila,20210429,55+,Male
cos_clothing,20210429,55+,Female
environmental_appraisal_in_planning,20210429,55+,Female
wooden_garden_furniture_already_assembled_furniture,20210429,55+,NULL
recycled_aggregates_doncaster,20210429,35-54,Male
sustainable_swimsuit_women_uk,20210429,35-54,Female
most_sustainable_fibres,20210429,35-54,Female
sutainable_packaging,20210430,35-54,Male
sustainale_packaging,20210430,35-54,Male
what_is_the_allowable_noise_level_for_air_source_heat_pump,20210430,35-54,Female
sustainable_packagin,20210430,35-54,Female
log_burner_briquette_suppliers_hampshire_west_sussex_england,20210430,55+,Male
ncnean,20210430,35-54,NULL
ladies_cream_thermal_leggings,20210430,35-54,Female
wartsila,20210430,55+,Female
ncnean_distillery,20210430,35-54,NULL
nutrition_transition_and_food_sustainability_in_canada,20210430,35-54,Female
wiltshire_wildlife_sustainable_energy,20210430,55+,Female
nutrition_transition_and_food_sustainability_in_canada,20210430,35-54,Female
water_softeners_using_less_regeneration_water_uk,20210430,55+,Male
social_factor_of_colombia_on_msme,20210501,Under 35,Male
conservatory_furniture,20210501,35-54,Female
porsche_leather_free_interior,20210501,55+,Female
do_apple_actually_recycle_there_products,20210501,35-54,Male
least_polluting_smokeless_fuel,20210501,55+,Female
what_is_sustainable_practice_in_healthcare,20210501,35-54,Female
best_investment_funds_sustainable_companies,20210501,35-54,Female
tree_furniture,20210501,55+,Male
boots_scan_to_recycle,20210501,55+,Male
how_sustainaible_is_ralph_lauren,20210501,Under 35,NULL
sustainable_bikinis_uk,20210501,Under 35,Female
environmental_sustainability_skills_for_managers,20210501,35-54,Male
reactive_and_proactive_meaning_in_sustianbility,20210502,Under 35,Female
thoughtclothing,20210502,35-54,NULL
waste_management_and_population_density_in_metropolition_cities_in_bangladesh,20210502,35-54,Male
pharos_energy,20210502,55+,Male
h_and_m_wildflower_collection,20210502,55+,Female
sustainable_clothing_women,20210502,55+,NULL
green_fins_birds,20210502,55+,Male
wwwncronlineorgnewsearthbeat10yearslaterjourneyuniversefilmmorerelevanturgentever,20210502,55+,Female
fundraising_regulator,20210503,55+,Male
biodegradeable_plastics_eating_companies_on_the_ftse_100_may_2021,20210503,55+,NULL
why_are_sustainble_brands_expensive,20210503,Under 35,Female
thought_clothing,20210503,35-54,Female
tesco_jeans_uk,20210503,55+,Female
air_sorce_heat_is_it_any_good,20210503,55+,Female
opinion_poll_on_sustainable_procurement_gov_uk,20210503,55+,Male
ncnean_london_distributors,20210503,55+,Male
lmvh_packaging_commitment,20210503,35-54,Female
ethics_and_sustainability_h_and_m,20210503,35-54,Female
lchf_one_meal_a_day,20210503,55+,Female
orange_fiber_clothing,20210503,35-54,Male
why_are_sustainble_brands_expensive,20210503,Under 35,Female
garden_furniture,20210503,55+,Female
sustainability_teaching_in_schoold,20210503,35-54,Female
bedford_borough_parking_standards,20210504,55+,Female
company_sustainability_statement_template,20210504,55+,Male
jennifer_wu_jp_morgan_global_sustainable,20210504,35-54,NULL
green_funeral_coffins,20210504,35-54,Male
h_and_m_wildflower,20210504,35-54,Female
why_are_sustainable_fashion_more_expensive,20210504,Under 35,Female
dotty_v,20210504,55+,Female
sustaninableinnovationstrategiesdanone,20210504,55+,Female
utube_cowspiracy,20210504,55+,Female
energyplan_for_scotland,20210504,Under 35,Male
ethical_candellila_wax,20210505,35-54,Female
novartis_business_model,20210505,Under 35,Female
dyka,20210505,55+,NULL
top_20_investment_funds,20210505,55+,Male
well_seasoned_wood,20210505,35-54,Male
iema,20210505,35-54,Male
covid19_create_threat_or_opportunity_on_sustainable_construction,20210505,Under 35,Male
nuinmywardrobe,20210505,55+,Female
covid19_create_threat_or_opportunity_on_sustainable_construction_in_the_uk,20210505,Under 35,Male
challenges_connected_with_promoting_higher_urban_density_within_the_uk,20210505,Under 35,Male
covid19_create_threat_or_opportunity_on_sustainable_construction,20210505,Under 35,Male
the_psychology_of_business_sustainability,20210505,55+,Female
thought_clothing_uk_women_clothing,20210505,55+,Male
pmce_ltd_company,20210505,35-54,Male
promotion_of_sustainable_construction,20210505,Under 35,Male
tesco_supplier_uk,20210506,35-54,Female
cod_alternatives,20210506,35-54,NULL
vegan_friendly_trainers,20210506,35-54,Female
can_you_buy_washing_machine_pods_thats_not_in_the_plastic_boxes,20210506,35-54,Male
fish_and_forest_micklegate,20210506,55+,NULL
ccs_scheme_and_sustainability,20210506,Under 35,Male
cocacola_csr,20210506,Under 35,Male
sustainable_fashion_brands_mens,20210506,Under 35,Female
enegry_transition_studies,20210506,Under 35,Female
alternatives_to_gas_and_oil_central_heating,20210507,55+,Male
moira_thomas,20210507,35-54,Male
wylam_parish_safe_the_river_bank,20210507,55+,Male
unsustainable_overpopulation_atternburough,20210507,55+,Male
veo_marketplace,20210508,35-54,Male
aspiga,20210508,55+,Female
goverment_guidance_on_sustainability_in_education,20210508,35-54,Female
veo_vendor,20210508,35-54,Male
daikin_altherma_heat_pump,20210508,35-54,Male
making_clothing_from_recycled_plastic,20210508,35-54,Male
veo,20210508,35-54,Male
sustainability_in_education_ual,20210508,35-54,Female
wwwchurchillcommakechange,20210508,55+,Female
the_independent,20210508,55+,Female
david_attenborough,20210508,55+,Female
sir_david_attenborough,20210508,55+,Male
adult_swing_uk,20210508,35-54,Female
the_biomass_of_large_fish_in_the_southern_ocean_is_a_food_resource_for_humans_it_is_increasingly_harvested_by_powerful_longdistance_trawlers_if_overexploited_the_southern_ocean_ecosystem_may_be_permanently_altered_suggest_two_measures_that_an_international_treaty_might_impose_to_prevent_fishing_from_causing_permanent_damage_to_the_southern_ocean_identify_the_practical_difficulties_that_might_prevent_your_two_measures_from_being_effective,20210508,Under 35,Female
unsustainable_definition,20210508,Under 35,NULL
oxfam_online_clothes_shopping,20210508,55+,Female
thought_clothing,20210508,55+,Male
thought_clothing,20210508,35-54,Female
ladies_tencel_trousers_uk,20210508,55+,Female
thought,20210509,55+,Male
pandora,20210509,55+,Male
35_cindy_wright_2010_society_for_human_resource_management_shrm_21st_century_human_resources_management_and_legal_issues_sage_publicationsinc,20210509,55+,Male
arket_clothing,20210509,55+,Female
green_list_in_foolcouk,20210509,55+,Female
trends_in_finance_resourcing_of_local_government,20210510,55+,Male
ofgem_bionmass,20210510,55+,Male
namibia_is_the_driest_country_of_subsahara_africa_and_sustainable_water_supply_is_a_challenge,20210510,Under 35,Male
turned_wood_products,20210510,55+,Male
finance_sustainability_of_local_authorities,20210510,55+,Male
list_of_stategic_enivorment_assessments_done_in_nepal,20210510,NULL,Female
accessibility_sustainability_excellence_how_to_expand_access_to_research_publications,20210511,55+,Female
reuters_uk_news,20210511,55+,Male
arup_sustainability,20210511,35-54,Female
robertsons,20210511,Under 35,Male
albaray_clothing,20210511,55+,Male
the_impact_of_industry_40_technologies_on_sustainable_manufacturing_based_on_economic_environmental_and_social_aspects,20210511,Under 35,Female
is_palm_oil_cheap,20210511,55+,Male
sustainable_furniture_uk,20210511,35-54,Female
what_is_esg_lending,20210511,Under 35,Female
uk_clothing_sustainability,20210511,35-54,Female
accessibility_sustainability_excellence_how_to_expand_access_to_research_publications,20210511,55+,Female
how_companies_capture_the_value_of_sustainability_survey_findings_mckinsey,20210511,35-54,Female
ff_clothing_contour_jean,20210511,55+,Male
risk_assessment_seaweed_as_animal_feed,20210511,35-54,Female
dpsir_framework_applied_in_water_management_system,20210511,35-54,Female
sustainasiacom,20210512,55+,Female
use_of_existing_well_for_ground_source_heat_pump,20210512,55+,Female
strawberries_vertical_farming,20210512,35-54,Female
sisoan,20210512,35-54,Female
edinburgh_food_social,20210512,55+,Male
sustainbility,20210512,35-54,Female
northern_ireland_news,20210512,55+,NULL
breeam,20210512,35-54,Female
inchs_cider,20210512,55+,Male
sustainable_furniture,20210512,35-54,Female
riba_stage_guide,20210512,35-54,Male
cedo_ltd_telford,20210512,35-54,Male
inchs_cider,20210512,55+,Male
bathurst_estate,20210512,55+,Male
ecofriendly_womens_clothing,20210513,55+,Female
striving_for_environmental_sustainability_in_a_complex_world_canadian_experiences,20210513,Under 35,Male
utlzorg,20210513,35-54,Male
nireland_news,20210513,55+,Male
best_sustainable_investing,20210513,55+,Female
wicker_laundry_basket,20210513,35-54,Female
boots_recycle_scheme,20210513,35-54,Female
fair_trade_furniture,20210514,35-54,Female
vision_ict,20210514,35-54,Female
the_impact_of_sustainability_on_value_jll,20210514,Under 35,Male
www_thought_clothing_for_women,20210514,35-54,Female
patrick_grant_clothing,20210514,NULL,Male
cnbc_sustainable_energy_sources,20210514,55+,Male
benefits_of_sustainability_reporting,20210514,Under 35,NULL
denim_jackets_for_men,20210514,55+,Male
sophie_grace_jewellery,20210514,55+,Male
asmuss_online_shop,20210514,Under 35,Female
sustainability_reporting_and_cost_of_capital,20210514,Under 35,NULL
thought_clothing,20210514,55+,Male
presumption_in_favour_of_sustainable_development,20210514,Under 35,Female
hello_fresh_packaging,20210514,Under 35,Female
what_is_stps,20210514,55+,Female
plaoraks_presumption_in_favour_of_sustainable_development,20210514,Under 35,Female
daikin_heat_pump,20210514,55+,Male
oslo_airport_air_bp_sustainable_aviation_fuel,20210514,35-54,Female
fairphone_3,20210514,55+,Female
ncnean_whisky,20210515,55+,Female
how_to_create_a_sustainable_business_model,20210515,Under 35,Male
hot_max_logs,20210515,35-54,Male
kl64y,20210515,55+,NULL
oeko_tex_standard,20210515,55+,Male
how_many_trees_can_i_grow_sustainably_on_1_hrctar,20210515,NULL,Male
what_does_a_water_leakage_team_do,20210516,Under 35,Male
albaray_clothing,20210516,55+,Male
bitcoin_price,20210516,55+,NULL
primark_downside,20210516,35-54,Male
crypto_news,20210516,35-54,Male
bitcoin_price,20210516,35-54,Male
cannabis_oil_sacred_oil,20210516,55+,Male
estate_vintage_clothing_sales_uk_2021,20210516,Under 35,Female
uk_palm_oil_imports_1920_to_present,20210516,55+,Male
it_careers_mumsnet,20210517,35-54,Female
peter_strachan_rgu_aberdeen_age,20210517,Under 35,Female
white_denim_jeans_jacket,20210517,55+,Female
sustainable_boxes_packaging_for_biscuits_price_list,20210517,55+,Female
wrtsil,20210517,55+,Male
green_invest,20210517,Under 35,Female
sustainable_investment,20210517,Under 35,Female
leggings_for_women,20210517,55+,Female
list_of_planning_issues,20210518,Under 35,Female
thought_clothing,20210518,55+,Male
jeans_for_women,20210518,35-54,Female
how_can_we_buy_fish_respinsilbly,20210518,35-54,Female
how_can_we_buy_fish_respinsilbly,20210518,35-54,Female
modular_balustrade_fencing_uk,20210518,35-54,Male
sustainable_palm_oil_greenhouse_gases,20210518,55+,Male
aldersgate_group,20210518,35-54,Female
1_litre_water_bottle,20210518,35-54,Female
